word,definition,theme,score_distinct,score_total,flags,target_code,link
곧은 나무 쉬[먼저] 꺾인다[찍힌다],능력 있는 사람이 일찍 죽음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘나무도 쓸 만한 것이 먼저 베인다’,health,1,1,sexual:gray|violent:gray,601098,https://opendict.korean.go.kr/dictionary/view?sense_no=601098
공복에 인경을 침도 아니 바르고 그냥 삼키려 한다,"굶은 빈속에 엄청나게 큰 종인 인경을 단숨에 삼키려 한다는 뜻으로, 욕심이 많아서 경위(經緯)를 가리지 않고 한없이 탐내기만 함을 비유적으로 이르는 말.",health,1,1,,601154,https://opendict.korean.go.kr/dictionary/view?sense_no=601154
과부가 일생을 혼자 살고 나면 한숨이 구만 구천 두라,과부의 생활에 남모르는 설움이 많고 고생이 막심함을 비유적으로 이르는 말.,health,1,1,violent:gray,601182,https://opendict.korean.go.kr/dictionary/view?sense_no=601182
과부가 찬밥에 곯는다,홀몸이라고 먹는 것을 부실하게 하여 허약해진 과부가 많다는 말.,health,1,1,,601183,https://opendict.korean.go.kr/dictionary/view?sense_no=601183
구더기 무서워 장 못 담글까,다소 방해되는 것이 있다 하더라도 마땅히 할 일은 하여야 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘가시 무서워 장 못 담그랴’ ‘쉬파리 무서워 장 못 만들까[담글까]’ ‘장마가 무서워 호박을 못 심겠다’,health,1,1,,607999,https://opendict.korean.go.kr/dictionary/view?sense_no=607999
구렁이 제 몸 추듯,자기 자랑만 함을 비유적으로 이르는 말.,health,1,1,,607625,https://opendict.korean.go.kr/dictionary/view?sense_no=607625
구렝이 숲속으로 사라지듯,"구렁이가 흔적도 없이 몸을 감추듯 한다는 뜻으로, 종적을 알 수 없게 감쪽같이 사라짐을 비유적으로 이르는 말.",health,1,1,,601248,https://opendict.korean.go.kr/dictionary/view?sense_no=601248
국수집 식초병 같다,한자리에 오랫동안 붙어 있지 못하고 자주 왔다 갔다 함을 비유적으로 이르는 말.,health,1,1,,601268,https://opendict.korean.go.kr/dictionary/view?sense_no=601268
굴에 든 뱀 길이를 알 수 없다,남의 숨은 재주나 가지고 있는 보물은 얼마나 되는지 알 수가 없음을 비유적으로 이르는 말.,health,1,1,sexual:gray,607989,https://opendict.korean.go.kr/dictionary/view?sense_no=607989
굽은 지팡이는 그림자도 굽어 비친다,제 본디의 모습이 좋지 아니한 것은 아무리 하여도 숨기지 못함을 비유적으로 이르는 말.,health,1,1,,601362,https://opendict.korean.go.kr/dictionary/view?sense_no=601362
귀신같이 먹고 장승같이 간다,걸음을 잘 걷는 사람을 두고 이르는 말.,health,1,1,sexual:gray,607883,https://opendict.korean.go.kr/dictionary/view?sense_no=607883
귀신 같지 않은 게 사람 잡는다,"축에도 들지 못하는 같잖은 사람을 믿고 앓는 사람의 병을 고치려다가 그만 죽이고 만다는 뜻으로, 똑똑하지 못한 미물이 애를 먹이거나 큰 피해를 입히는 경우를 비유적으로 이르는 말.",health,1,1,violent:gray,607873,https://opendict.korean.go.kr/dictionary/view?sense_no=607873
근심에 마르고[여위고] 설음에는 살찐다,드러내 놓고 슬퍼하는 것보다 속으로 은근히 근심하는 것이 더 애타고 몸도 축난다는 말. &lt;동의 속담&gt; ‘설음에는 살찌고 근심에는 여윈다’,health,1,1,sexual:gray,601410,https://opendict.korean.go.kr/dictionary/view?sense_no=601410
기기도 전에 날기부터 하려 한다,쉽고 작은 일도 해낼 수 없으면서 어렵고 큰일을 하려고 나섬을 이르는 말. &lt;동의 속담&gt; ‘걷기도 전에 뛰려고 한다’ ‘기도[기지도] 못하면서 뛰려 한다’ ‘기도 못하는 게 날려 한다’ ‘털도 아니 난 것이 날기부터 하려 한다’ ‘푸둥지도 안 난 것이 날려고 한다’,health,1,1,,608196,https://opendict.korean.go.kr/dictionary/view?sense_no=608196
기도[기지도] 못하면서 뛰려 한다,쉽고 작은 일도 해낼 수 없으면서 어렵고 큰일을 하려고 나섬을 이르는 말. &lt;동의 속담&gt; ‘걷기도 전에 뛰려고 한다’ ‘기기도 전에 날기부터 하려 한다’ ‘기도 못하는 게 날려 한다’ ‘털도 아니 난 것이 날기부터 하려 한다’ ‘푸둥지도 안 난 것이 날려고 한다’,health,1,1,,608199,https://opendict.korean.go.kr/dictionary/view?sense_no=608199
기도 못하는 게 날려 한다,쉽고 작은 일도 해낼 수 없으면서 어렵고 큰일을 하려고 나섬을 이르는 말. &lt;동의 속담&gt; ‘걷기도 전에 뛰려고 한다’ ‘기기도 전에 날기부터 하려 한다’ ‘기도[기지도] 못하면서 뛰려 한다’ ‘털도 아니 난 것이 날기부터 하려 한다’ ‘푸둥지도 안 난 것이 날려고 한다’,health,1,1,,608198,https://opendict.korean.go.kr/dictionary/view?sense_no=608198
기린은 잠자고 스라소니가 춤춘다,성인은 깊숙이 들어앉아 활동을 하지 아니하고 간악하고 무능한 소인들이 날뜀을 비유적으로 이르는 말.,health,1,1,violent:gray,601461,https://opendict.korean.go.kr/dictionary/view?sense_no=601461
기생 환갑은 서른,서른 살이면 기생으로서의 생명이 다한 것이나 다름없음을 비유적으로 이르는 말.,health,1,1,sexual:gray,607985,https://opendict.korean.go.kr/dictionary/view?sense_no=607985
기운이 세면 소가 왕 노릇 할까,"소가 아무리 크고 힘이 세다 할지라도 왕 노릇은 할 수 없다는 뜻으로, 힘만 가지고는 결코 큰일을 못하며 반드시 훌륭한 품성과 지략을 갖추어야 됨을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘소가 크면[세면] 왕 노릇 하나’ ‘기운이 세면 장수 노릇 하나’ ‘힘 많은 소가 왕 노릇 하나’ ‘힘센 소가 왕 노릇 할까’",health,1,1,,608059,https://opendict.korean.go.kr/dictionary/view?sense_no=608059
길이 없으니 한길을 걷고 물이 없으니 한물을 먹는다,달리 도리가 없어 본의는 아니지만 할 수 없이 일을 같이 한다는 말.,health,1,1,,608097,https://opendict.korean.go.kr/dictionary/view?sense_no=608097
깃 없는 어린 새 그 몸을 보전치 못한다,나이 어린 아이는 부모의 보호를 받지 않으면 자라나기 어려움을 비유적으로 이르는 말.,health,1,1,,601532,https://opendict.korean.go.kr/dictionary/view?sense_no=601532
