word,definition,theme,score_distinct,score_total,flags,target_code,link
개똥참외는 먼저 맡는 이가 임자라,임자 없는 물건은 무엇이든 먼저 발견한 사람이 차지하게 마련이라는 말.,relationship,1,1,,607120,https://opendict.korean.go.kr/dictionary/view?sense_no=607120
개 못된 것은 부뚜막에 올라간다,"못된 개가 도적은 지키지 않고 더러운 발로 부뚜막에 올라간다는 뜻으로, 제구실도 다하지 못하는 사람이 못된 짓만 함을 이르는 말.",relationship,1,1,,600782,https://opendict.korean.go.kr/dictionary/view?sense_no=600782
개미가 절구통 물고 나간다,"약하고 작은 사람이 힘에 겨운 큰일을 맡아 하거나, 무거운 것을 가지고 감을 비유적으로 이르는 말.",relationship,1,1,,607377,https://opendict.korean.go.kr/dictionary/view?sense_no=607377
개 바위 지나가는 격,"개가 바위 위를 밟고 지나간들 자국이 남을 리가 없다는 뜻으로, 지나간 자국을 남기지 않아 찾을 길이 없음을 비유적으로 이르는 말.",relationship,1,1,sexual:gray,600784,https://opendict.korean.go.kr/dictionary/view?sense_no=600784
거둥에 망아지 (새끼) 따라다니듯,필요도 없는 사람이 쓸데없이 여기저기 귀찮게 따라다님을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘낮일할 때 찬 초갑(草匣)’ ‘이사할 때 강아지 따라다니듯’,relationship,1,1,,600848,https://opendict.korean.go.kr/dictionary/view?sense_no=600848
거북이도 제 살던 바윗돌을 떠나면 오래 살지 못한다,"오래 산다고 하는 거북조차도 제가 살던 바윗돌을 떠나면 오래 살지 못한다는 뜻으로, 사람은 제가 나서 자란 고향 땅을 등지면 제명대로 살아가기가 힘듦을 비유적으로 이르는 말.",relationship,1,1,,600895,https://opendict.korean.go.kr/dictionary/view?sense_no=600895
검은 강아지로 돼지 만든다,비슷한 것으로 진짜를 가장하여 남을 꾀어 속이려 하는 경우를 비유적으로 이르는 말. &lt;동의 속담&gt; ‘감장강아지로 돼지 만든다’,relationship,1,1,,600877,https://opendict.korean.go.kr/dictionary/view?sense_no=600877
겨 묻은 개가 똥 묻은 개를 나무란다[흉본다],"결점이 있기는 마찬가지이면서, 조금 덜한 사람이 더한 사람을 흉볼 때에 변변하지 못하다고 지적하는 말.",relationship,1,1,,607324,https://opendict.korean.go.kr/dictionary/view?sense_no=607324
겨울을 지내보아야 봄 그리운 줄 안다,사람은 어려운 시련과 고통을 겪어 보아야 삶의 참된 보람을 알 수 있게 됨을 이르는 말.,relationship,1,1,,607248,https://opendict.korean.go.kr/dictionary/view?sense_no=607248
경 다 읽고 떼어 버려야겠다,이번 일이나 마치고 앞으로는 아주 인연을 끊어야겠다는 말.,relationship,1,1,,600936,https://opendict.korean.go.kr/dictionary/view?sense_no=600936
곁가마가 (더/먼저) 끓는다,"끓어야 할 원래의 가마솥은 끓지 않고 곁에 있는 가마솥이 끓는다는 뜻으로, 당사자는 가만히 있는데 옆 사람이 오히려 신이 나서 떠들거나 참견하는 경우를 비유적으로 이르는 말.",relationship,1,1,,600985,https://opendict.korean.go.kr/dictionary/view?sense_no=600985
곁방 년이 코 곤다[구른다],"남의 집에서 곁방살이를 하는 사람이 코를 곤다는 뜻으로, 제 분수도 모르고 버릇없이 함부로 굴거나, 나그네가 오히려 주인 행세를 함을 이르는 말. &lt;동의 속담&gt; ‘곁방살이 코 곤다’",relationship,1,1,,607495,https://opendict.korean.go.kr/dictionary/view?sense_no=607495
곁방살이 코 곤다,"남의 집에서 곁방살이를 하는 사람이 코를 곤다는 뜻으로, 제 분수도 모르고 버릇없이 함부로 굴거나, 나그네가 오히려 주인 행세를 함을 이르는 말. &lt;동의 속담&gt; ‘곁방 년이 코 곤다[구른다]’",relationship,1,1,,600974,https://opendict.korean.go.kr/dictionary/view?sense_no=600974
계란에도 뼈가 있다,"늘 일이 잘 안되던 사람이 모처럼 좋은 기회를 만났건만, 그 일마저 역시 잘 안됨을 이르는 말. &lt;동의 속담&gt; ‘달걀에도 뼈가 있다’ ‘안되는 놈은 두부에도 뼈라’ ‘헐복한 놈은 계란에도 뼈가 있다’",relationship,1,1,,600954,https://opendict.korean.go.kr/dictionary/view?sense_no=600954
계집 둘 가진 놈의 창자는 호랑이도 안 먹는다,"본처와 첩을 데리고 사는 사람은 몹시 속이 썩기 때문에 그 창자가 썩어서 호랑이도 안 먹는다는 뜻으로, 처첩을 거느리고 살자면 속이 썩어 편할 날이 없다는 말.",relationship,1,1,sexual:gray|violent:gray,600958,https://opendict.korean.go.kr/dictionary/view?sense_no=600958
고산강아지 감 꼬챙이 물고 나서듯 한다,"감 고장인 고산의 강아지가 뼈다귀 비슷한 감 꼬챙이만 보고도 물고 나온다는 뜻으로, 살림이 궁한 사람이 평소에 먹고 싶던 것과 비슷한 것만 보아도 좋아함을 이르는 말.",relationship,1,1,,601030,https://opendict.korean.go.kr/dictionary/view?sense_no=601030
고생도 해야 정도 안다,사람은 자기가 고생을 체험해 보아야 남의 어려운 사정도 알고 돌보아 주게 됨을 이르는 말.,relationship,1,1,,607541,https://opendict.korean.go.kr/dictionary/view?sense_no=607541
고수머리 옥니박이하고는 말도 말랬다,곱슬머리인 사람과 옥니박이인 사람은 흔히 인색하고 각박하다는 말. &lt;동의 속담&gt; ‘곱슬머리 옥니박이하고는 말도 말랬다’,relationship,1,1,sexual:gray,607568,https://opendict.korean.go.kr/dictionary/view?sense_no=607568
고슴도치도 제 새끼가 제일 곱다고 한다,어버이 눈에는 제 자식이 다 잘나고 귀여워 보인다는 말. &lt;동의 속담&gt; ‘고슴도치도 제 새끼는 함함하다고 한다’ ‘고슴도치도 제 새끼만은 곱다고 쓰다듬는다’,relationship,1,1,,607463,https://opendict.korean.go.kr/dictionary/view?sense_no=607463
고슴도치도 제 새끼는 함함하다고 한다,"털이 바늘같이 꼿꼿한 고슴도치도 제 새끼의 털이 부드럽다고 옹호한다는 뜻으로, 자기 자식의 나쁜 점은 모르고 도리어 자랑으로 삼는다는 말.",relationship,1,1,,607465,https://opendict.korean.go.kr/dictionary/view?sense_no=607465
고슴도치도 제 새끼만은 곱다고 쓰다듬는다,어버이 눈에는 제 자식이 다 잘나고 귀여워 보인다는 말. &lt;동의 속담&gt; ‘고슴도치도 제 새끼는 함함하다고 한다’ ‘고슴도치도 제 새끼가 제일 곱다고 한다’,relationship,1,1,,607467,https://opendict.korean.go.kr/dictionary/view?sense_no=607467
고양이는 발톱을 감춘다,재주 있는 사람은 그것을 깊이 감추고서 함부로 드러내지 아니한다는 말.,relationship,1,1,,601086,https://opendict.korean.go.kr/dictionary/view?sense_no=601086
고양이 덕은 알고 며느리 덕은 알지 못한다,"고양이가 쥐를 잡아서 이익을 준다는 것은 알면서도, 며느리가 자식을 낳고 집안일을 하는 것은 조금도 고맙게 여기지 않는다는 말.",relationship,1,1,,601054,https://opendict.korean.go.kr/dictionary/view?sense_no=601054
골난 날 의붓아비 온다,가뜩이나 화가 나서 참지 못하고 있는데 미운 사람이 찾아와 더욱 화를 돋우는 경우를 비유적으로 이르는 말. &lt;동의 속담&gt; ‘부아 돋는 날 의붓아비 온다’,relationship,1,1,,601105,https://opendict.korean.go.kr/dictionary/view?sense_no=601105
곰의 발바닥도 꾀가 있다,아무리 미련하고 우둔한 사람이라도 제 살 궁리는 함을 비유적으로 이르는 말.,relationship,1,1,,607555,https://opendict.korean.go.kr/dictionary/view?sense_no=607555
곰이 제 주인 생각하듯,"곰이 주인을 생각하여 파리를 친 것이 그만 주인을 죽이고 말았다는 데서, 제 딴에는 남을 위한다고 한 일이 도리어 해를 끼치게 된 경우를 이르는 말.",relationship,1,1,violent:gray,607557,https://opendict.korean.go.kr/dictionary/view?sense_no=607557
곱다고 안아 준 아기 바지에 똥 싼다,은혜를 입은 사람이 은혜를 베푼 사람에게 도리어 해를 입힘을 비유적으로 이르는 말.,relationship,1,1,sexual:gray,607478,https://opendict.korean.go.kr/dictionary/view?sense_no=607478
곱슬머리 옥니박이하고는 말도 말랬다,곱슬머리인 사람과 옥니박이인 사람은 흔히 인색하고 각박하다는 말. &lt;동의 속담&gt; ‘고수머리 옥니박이하고는 말도 말랬다’,relationship,1,1,sexual:gray,601137,https://opendict.korean.go.kr/dictionary/view?sense_no=601137
공자도 제 사는 골에 먼저 비 오라고 했다,"성인 공자도 기우제를 지낼 때에는 자신이 사는 고장에 먼저 비가 오게 해달라고 빌었다는 뜻으로, 사람은 누구나 자기와 가까운 문제부터 해결하려고 함을 비유적으로 이르는 말.",relationship,1,1,,607644,https://opendict.korean.go.kr/dictionary/view?sense_no=607644
공자 앞에서 문자 쓴다,지식이 부족한 사람이 가소롭게도 자기보다 유식한 사람 앞에서 아는 체함을 이르는 말.,relationship,1,1,,607640,https://opendict.korean.go.kr/dictionary/view?sense_no=607640
과물전 망신은 모과가 시킨다,지지리 못난 사람일수록 같이 있는 동료를 망신시킨다는 말. &lt;동의 속담&gt; ‘어물전 망신은 꼴뚜기가 시킨다’ ‘과실 망신은 모과가 (다) 시킨다’ ‘과일 망신은 모과가 (다) 시킨다’ ‘생선 망신은 꼴뚜기가 시킨다’ ‘실과 망신은 모과가 시킨다’,relationship,1,1,,607697,https://opendict.korean.go.kr/dictionary/view?sense_no=607697
과부 설움은[사정은] (동무) 과부가 안다,남의 곤란한 처지는 직접 그 일을 당해 보았거나 그와 비슷한 처지에 놓여 있는 사람이 잘 알 수 있음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘과부 설움은 서방 잡아먹은 년이 안다’ ‘과부 설움은 홀아비가 안다’ ‘과부의 심정은 홀아비가 알고 도적놈의 심보는 도적놈이 잘 안다’,relationship,1,1,sexual:gray,601173,https://opendict.korean.go.kr/dictionary/view?sense_no=601173
과부 설움은 서방 잡아먹은 년이 안다,남의 곤란한 처지는 직접 그 일을 당해 보았거나 그와 비슷한 처지에 놓여 있는 사람이 잘 알 수 있음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘과부 설움은[사정은] (동무) 과부가 안다’ ‘과부 설움은 홀아비가 안다’ ‘과부의 심정은 홀아비가 알고 도적놈의 심보는 도적놈이 잘 안다’,relationship,1,1,sexual:gray,601171,https://opendict.korean.go.kr/dictionary/view?sense_no=601171
과부 설움은 홀아비가 안다,남의 곤란한 처지는 직접 그 일을 당해 보았거나 그와 비슷한 처지에 놓여 있는 사람이 잘 알 수 있음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘과부 설움은[사정은] (동무) 과부가 안다’ ‘과부 설움은 서방 잡아먹은 년이 안다’ ‘과부의 심정은 홀아비가 알고 도적놈의 심보는 도적놈이 잘 안다’,relationship,1,1,sexual:gray,601172,https://opendict.korean.go.kr/dictionary/view?sense_no=601172
과부의 심정은 홀아비가 알고 도적놈의 심보는 도적놈이 잘 안다,남의 곤란한 처지는 직접 그 일을 당해 보았거나 그와 비슷한 처지에 놓여 있는 사람이 잘 알 수 있음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘과부 설움은[사정은] (동무) 과부가 안다’ ‘과부 설움은 서방 잡아먹은 년이 안다’ ‘과부 설움은 홀아비가 안다’,relationship,1,1,sexual:gray,601189,https://opendict.korean.go.kr/dictionary/view?sense_no=601189
과실 망신은 모과가 (다) 시킨다,지지리 못난 사람일수록 같이 있는 동료를 망신시킨다는 말. &lt;동의 속담&gt; ‘어물전 망신은 꼴뚜기가 시킨다’ ‘과물전 망신은 모과가 시킨다’ ‘과일 망신은 모과가 (다) 시킨다’ ‘생선 망신은 꼴뚜기가 시킨다’ ‘실과 망신은 모과가 시킨다’,relationship,1,1,,607750,https://opendict.korean.go.kr/dictionary/view?sense_no=607750
과일 망신은 모과가 (다) 시킨다,지지리 못난 사람일수록 같이 있는 동료를 망신시킨다는 말. &lt;동의 속담&gt; ‘어물전 망신은 꼴뚜기가 시킨다’ ‘과물전 망신은 모과가 시킨다’ ‘과실 망신은 모과가 (다) 시킨다’ ‘생선 망신은 꼴뚜기가 시킨다’ ‘실과 망신은 모과가 시킨다’,relationship,1,1,,607796,https://opendict.korean.go.kr/dictionary/view?sense_no=607796
관가 돼지 배 앓는 격,근심이 있으나 누구 하나 알아주는 사람이 없이 혼자 끙끙 앓음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘관 돝 배 앓기’,relationship,1,1,sexual:gray,601196,https://opendict.korean.go.kr/dictionary/view?sense_no=601196
관 돝 배 앓기,근심이 있으나 누구 하나 알아주는 사람이 없이 혼자 끙끙 앓음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘관가 돼지 배 앓는 격’,relationship,1,1,sexual:gray,607744,https://opendict.korean.go.kr/dictionary/view?sense_no=607744
광부의 말도 성인이 가려 쓴다,사람은 누구나 남의 말에 귀를 기울여야 함을 비유적으로 이르는 말.,relationship,1,1,,601208,https://opendict.korean.go.kr/dictionary/view?sense_no=601208
광주 생원 첫 서울,"광주에 사는 사람이 처음으로 서울에 와서 보는 것이 다 신기하고 놀라워 어릿어릿하다는 뜻으로, 처음 대하는 일이라 신기하여 정신이 얼떨떨하고 어리둥절해함을 비유적으로 이르는 말.",relationship,1,1,sexual:gray,601155,https://opendict.korean.go.kr/dictionary/view?sense_no=601155
구린 입도 안 떼다,"이렇다든지 저렇다든지, 무엇이든 자기 의견을 말해야 할 사람이 입을 다물고 있음을 비유적으로 이르는 말.",relationship,1,1,sexual:gray,607763,https://opendict.korean.go.kr/dictionary/view?sense_no=607763
구원이 우환이라,"남을 구원하여 준 것이 오히려 큰 우환거리가 되었다는 뜻으로, 남이 잘되도록 해 준다는 것이 그만 좋지 않은 결과를 낳은 경우에 이르는 말.",relationship,1,1,,607595,https://opendict.korean.go.kr/dictionary/view?sense_no=607595
구유 전 뜯다,"구유의 가장자리 전을 뜯는다는 뜻으로, 세도 있는 사람의 도움을 받음을 자랑으로 삼는다는 말.",relationship,1,1,sexual:gray,607782,https://opendict.korean.go.kr/dictionary/view?sense_no=607782
군자도 시속을 따른다,어떤 사람이라도 시대적 풍습을 따라가야 한다는 말.,relationship,1,1,,607799,https://opendict.korean.go.kr/dictionary/view?sense_no=607799
군작이 어찌 대붕의 뜻을 알랴,평범한 사람이 큰 인물의 뜻을 헤아려 알기가 어려움을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘참새 무리가 어찌 대붕의 뜻을 알랴’,relationship,1,1,,601269,https://opendict.korean.go.kr/dictionary/view?sense_no=601269
굴러온 돌이 박힌 돌 뺀다,외부에서 들어온 지 얼마 안 되는 사람이 오래전부터 있던 사람을 내쫓거나 해치려 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘굴러온 돌한테 발등 다친다’,relationship,1,1,,607767,https://opendict.korean.go.kr/dictionary/view?sense_no=607767
굴러온 돌한테 발등 다친다,외부에서 들어온 지 얼마 안 되는 사람이 오래전부터 있던 사람을 내쫓거나 해치려 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘굴러온 돌이 박힌 돌 뺀다’,relationship,1,1,,607768,https://opendict.korean.go.kr/dictionary/view?sense_no=607768
굶은 놈이 흰밥 조밥을 가릴까,"굶은 사람이 흰밥 조밥을 가리겠느냐는 뜻으로, 사정이 급할 때는 좋고 나쁜 것을 가리지 아니하고 덤벼듦을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘굶은 개가 언 똥을 나무라겠는가’ ‘배고픈 놈이 흰쌀밥 조밥 가리랴’",relationship,1,1,,607618,https://opendict.korean.go.kr/dictionary/view?sense_no=607618
굼벵이도 제 일을 하려면[하라면] 한 길은 판다,미련한 사람이라도 제 일이 급하게 되면 무슨 수를 내서든지 해냄을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘굼벵이도 제 일 하는 날은 열 번 재주(를) 넘는다’,relationship,1,1,,601304,https://opendict.korean.go.kr/dictionary/view?sense_no=601304
굼벵이도 제 일 하는 날은 열 번 재주(를) 넘는다,미련한 사람이라도 제 일이 급하게 되면 무슨 수를 내서든지 해냄을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘굼벵이도 제 일을 하려면[하라면] 한 길은 판다’,relationship,1,1,,601303,https://opendict.korean.go.kr/dictionary/view?sense_no=601303
굼벵이 천장(遷葬)하듯,"굼벵이는 느리므로 무덤을 옮기자면 오래 걸린다는 뜻으로, 어리석은 사람이 일을 지체하며 좀처럼 성사시키지 못함을 비유적으로 이르는 말.",relationship,1,1,,601294,https://opendict.korean.go.kr/dictionary/view?sense_no=601294
궂은일에는 일가만 한 이가 없다,상사에는 일가가 서로 도와 초상을 치러 낸다는 말.,relationship,1,1,,607619,https://opendict.korean.go.kr/dictionary/view?sense_no=607619
귀둥이가 천(賤)둥이 된다,귀염을 받고 자란 아이가 커서 천대받는 사람이 되는 수도 있음을 이르는 말.,relationship,1,1,sexual:gray,601292,https://opendict.korean.go.kr/dictionary/view?sense_no=601292
귀머거리 눈치 빠르다,귀가 먹어 듣지 못하는 사람은 그 대신 눈치가 빨라 상황을 잘 알아차림을 이르는 말.,relationship,1,1,,608028,https://opendict.korean.go.kr/dictionary/view?sense_no=608028
귀신도 경문에 매어 산다,"귀신도 사람이 외는 경문에 불려 온다는 뜻으로, 아무리 권세가 등등한 사람도 기를 펴지 못하는 데가 있음을 비유적으로 이르는 말.",relationship,1,1,sexual:gray|violent:gray,607884,https://opendict.korean.go.kr/dictionary/view?sense_no=607884
귀신도 부작을 알아본다,"세상에 못하는 것이 없다는 귀신도 부적을 붙인 것을 알아보고 피한다는 뜻으로, 사람이면 누구나 위험의 표시를 다 앎을 비유적으로 이르는 말.",relationship,1,1,violent:gray,607885,https://opendict.korean.go.kr/dictionary/view?sense_no=607885
귀신보다 사람이 더 무섭다,사람의 증오와 음모가 가장 무섭다는 말.,relationship,1,1,sexual:gray,607888,https://opendict.korean.go.kr/dictionary/view?sense_no=607888
귀신 씻나락 까먹는 소리,조용하게 몇 사람이 수군거리는 소리를 비꼬는 말.,relationship,1,1,,607878,https://opendict.korean.go.kr/dictionary/view?sense_no=607878
그물이 삼천 코라도 벼리가 으뜸,사람이나 물건이 아무리 수가 많아도 주장되는 것이 없으면 소용없음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘그물이 열 자라도 벼리가 으뜸(이라)’,relationship,1,1,sexual:gray,608053,https://opendict.korean.go.kr/dictionary/view?sense_no=608053
그물이 열 자라도 벼리가 으뜸(이라),사람이나 물건이 아무리 수가 많아도 주장되는 것이 없으면 소용없음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘그물이 삼천 코라도 벼리가 으뜸’,relationship,1,1,sexual:gray,608055,https://opendict.korean.go.kr/dictionary/view?sense_no=608055
그 장단 춤추기 어렵다,어떤 일을 주관하는 사람이 많아 누구의 말을 따라야 할지 알 수 없음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘어느 장단에 춤추랴’ ‘이 굿에는 춤추기 어렵다’ ‘이날 춤추기 어렵다’,relationship,1,1,sexual:gray,607720,https://opendict.korean.go.kr/dictionary/view?sense_no=607720
글 모르는 귀신 없다,"귀신도 글을 알고 있은즉, 사람이라면 마땅히 글을 배워서 자신의 앞길을 닦아야 한다는 말.",relationship,1,1,,607952,https://opendict.korean.go.kr/dictionary/view?sense_no=607952
금강산 그늘이 관동 팔십 리 (간다),"금강산의 아름다움이 관동 팔십 리 곧 강원도 지방에 널리 미친다는 뜻으로, 훌륭한 사람 밑에서 지내면 그의 덕이 미치고 도움을 받게 됨을 비유적으로 이르는 말.",relationship,1,1,,607758,https://opendict.korean.go.kr/dictionary/view?sense_no=607758
금관자 서슬에 큰기침한다,나쁜 짓을 하고도 벼슬아치라는 배짱으로 도리어 남을 야단치고 뽐내며 횡포를 부린다는 말. &lt;동의 속담&gt; ‘망나니짓을 하여도 금관자 서슬에 큰기침한다’ ‘도둑질을 하더라도 사모 바람에 거드럭거린다’ ‘사모 바람에 거드럭거린다’,relationship,1,1,,601422,https://opendict.korean.go.kr/dictionary/view?sense_no=601422
금 잘 치는 서순동(徐順同)이라,"서순동이라는 사람이 물가를 잘 평정하였다는 데서, 물건의 값을 잘 매기는 사람을 이르는 말.",relationship,1,1,violent:gray,601435,https://opendict.korean.go.kr/dictionary/view?sense_no=601435
금장이 금 불리듯,제 마음대로 남을 다루어 부림을 비유적으로 이르는 말.,relationship,1,1,sexual:gray,601458,https://opendict.korean.go.kr/dictionary/view?sense_no=601458
기갈 든 놈은 돌담조차도 부순다,사람이 몹시 굶주리면 상식으로는 도저히 생각할 수 없는 일까지도 저지르게 됨을 비유적으로 이르는 말.,relationship,1,1,,608215,https://opendict.korean.go.kr/dictionary/view?sense_no=608215
기둥보다 서까래가 더 굵다,주(主)가 되는 것과 그에 따르는 것이 뒤바뀌어 사리에 어긋남을 비유적으로 이르는 말.,relationship,1,1,,608372,https://opendict.korean.go.kr/dictionary/view?sense_no=608372
길가에 집 짓기,"길가에 집을 지으면 오가는 사람들이 저마다 간섭을 하여 집을 짓지 못한다는 뜻으로, 무슨 일에 참견하는 사람이 많아서 그 일이 이루어지기 어려움을 비유적으로 이르는 말.",relationship,1,1,,601499,https://opendict.korean.go.kr/dictionary/view?sense_no=601499
길동무가 좋으면 먼 길도 가깝다,서로 마음이 통하는 사람과 함께 일하면 힘도 덜 들고 성과도 더 좋음을 비유적으로 이르는 말.,relationship,1,1,sexual:gray,601503,https://opendict.korean.go.kr/dictionary/view?sense_no=601503
길에 돌도 연분이 있어야 찬다,아무리 하찮은 일이라도 인연이 있어야 이루어질 수 있음을 비유적으로 이르는 말.,relationship,1,1,sexual:gray,608089,https://opendict.korean.go.kr/dictionary/view?sense_no=608089
길을 무서워하면 범을 만난다,겁이 많고 무서움을 타는 사람은 그 겁낸 만큼 무서운 일을 실지로 당하게 됨을 비유적으로 이르는 말.,relationship,1,1,,608093,https://opendict.korean.go.kr/dictionary/view?sense_no=608093
김매는 데 주인은 아흔아홉 몫을 맨다,남을 부려서 하는 일에 주인만 애쓴다는 말.,relationship,1,1,violent:gray,607792,https://opendict.korean.go.kr/dictionary/view?sense_no=607792
김 씨가 한몫 끼지 않은 우물은 없다,김씨 성을 가진 사람이 많다는 말.,relationship,1,1,,607781,https://opendict.korean.go.kr/dictionary/view?sense_no=607781
김칫국 먹고 수염 쓴다,하잘것없는 사람이 잘난 체하는 것을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘미꾸라짓국 먹고 용트림한다’,relationship,1,1,,601514,https://opendict.korean.go.kr/dictionary/view?sense_no=601514
깊던 물이라도 얕아지면 오던 고기도 아니 온다,사람이 나이가 많아지면 따르던 사람도 멀어지고 찾아오지 않음을 비유적으로 이르는 말.,relationship,1,1,sexual:gray,601489,https://opendict.korean.go.kr/dictionary/view?sense_no=601489
까마귀가 까마귀 눈알 빼 먹지 않는다,"송장의 눈알을 빼 먹는 까마귀조차도 같은 까마귀의 눈알은 빼 먹지 않는다는 뜻으로, 동료를 해치는 경우를 두고 비난조로 이르는 말.",relationship,1,1,,607847,https://opendict.korean.go.kr/dictionary/view?sense_no=607847
까마귀가 열두 번 울어도 까옥 소리뿐이다,"까마귀가 아무리 많이 울어도 듣기 싫은 까옥 소리뿐이라는 뜻으로, 마음속이 검은 사람이 아무리 지껄여도 그 소리는 하나도 들을 것이나 이로운 것이 없음을 비유적으로 이르는 말.",relationship,1,1,sexual:gray,607853,https://opendict.korean.go.kr/dictionary/view?sense_no=607853
까마귀가 오지 말라는 격,까마귀가 ‘까옥까옥’ 우는 것을 ‘가오가오’ 하고 우는 것으로 듣는 것처럼 남은 아무렇지도 않은데 그의 말을 잘못 이해하고 공연히 언짢게 여김을 놀림조로 이르는 말.,relationship,1,1,,607855,https://opendict.korean.go.kr/dictionary/view?sense_no=607855
까마귀 밥이 되다,거두어 줄 사람이 없이 죽어 버려짐을 비유적으로 이르는 말.,relationship,1,1,violent:gray,607827,https://opendict.korean.go.kr/dictionary/view?sense_no=607827
까마귀 소리 열 소리에 한마디 신통한 소리 없다,미운 사람이 하는 일은 하나부터 열까지 다 밉기만 함을 이르는 말. &lt;동의 속담&gt; ‘까마귀가 열두 번 울어도 까옥 소리뿐이다’ ‘까마귀 열두 소리에 하나도 좋지 않다’ ‘까마귀 열두 소리 하나도 들을 것 없다’ ‘까마귀 하루에 열두 마디를 울어도 송장 먹는 소리’,relationship,1,1,,607828,https://opendict.korean.go.kr/dictionary/view?sense_no=607828
까마귀 열두 소리에 하나도 좋지 않다,미운 사람이 하는 일은 하나부터 열까지 다 밉기만 함을 이르는 말. &lt;동의 속담&gt; ‘까마귀가 열두 번 울어도 까옥 소리뿐이다’ ‘까마귀 소리 열 소리에 한마디 신통한 소리 없다’ ‘까마귀 열두 소리 하나도 들을 것 없다’ ‘까마귀 하루에 열두 마디를 울어도 송장 먹는 소리’,relationship,1,1,,607836,https://opendict.korean.go.kr/dictionary/view?sense_no=607836
까마귀 열두 소리 하나도 들을 것 없다,미운 사람이 하는 일은 하나부터 열까지 다 밉기만 함을 이르는 말. &lt;동의 속담&gt; ‘까마귀가 열두 번 울어도 까옥 소리뿐이다’ ‘까마귀 소리 열 소리에 한마디 신통한 소리 없다’ ‘까마귀 열두 소리에 하나도 좋지 않다’ ‘까마귀 하루에 열두 마디를 울어도 송장 먹는 소리’,relationship,1,1,,607835,https://opendict.korean.go.kr/dictionary/view?sense_no=607835
까마귀 제 소리 하면 온다,다른 사람에 관한 이야기를 하는데 공교롭게 그 사람이 나타나는 경우를 이르는 말. &lt;동의 속담&gt; ‘호랑이도 제 말 하면 온다’ ‘범도 제 말[소리] 하면 온다’ ‘범도 제 소리 하면 오고 사람도 제 말 하면 온다’,relationship,1,1,,607838,https://opendict.korean.go.kr/dictionary/view?sense_no=607838
까마귀 하루에 열두 마디를 울어도 송장 먹는 소리,미운 사람이 하는 일은 하나부터 열까지 다 밉기만 함을 이르는 말. &lt;동의 속담&gt; ‘까마귀가 열두 번 울어도 까옥 소리뿐이다’ ‘까마귀 소리 열 소리에 한마디 신통한 소리 없다’ ‘까마귀 열두 소리에 하나도 좋지 않다’ ‘까마귀 열두 소리 하나도 들을 것 없다’,relationship,1,1,,607841,https://opendict.korean.go.kr/dictionary/view?sense_no=607841
까치는 까치끼리,처지나 이해관계가 비슷한 사람끼리 서로 모이고 사귀게 됨을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘늑대는 늑대끼리 노루는 노루끼리’,relationship,1,1,,608104,https://opendict.korean.go.kr/dictionary/view?sense_no=608104
꼬리 먼저 친 개가 밥은 나중에 먹는다,어떤 일이나 먼저 서두르는 사람이 뒤떨어짐을 이르는 말. &lt;동의 속담&gt; ‘먼저 꼬리 친 개 나중 먹는다’,relationship,1,1,,607922,https://opendict.korean.go.kr/dictionary/view?sense_no=607922
꽃이라도 십일홍(十日紅)이 되면 오던 봉접도 아니 온다,사람이 세도가 좋을 때는 늘 찾아오다가 그 처지가 보잘것없게 되면 찾아오지 아니함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘깊던 물이라도 얕아지면 오던 고기도 아니 온다’ ‘꽃이 시들면 오던 나비도 안 온다’ ‘나무라도 고목이 되면 오던 새도 아니 온다’,relationship,1,1,,608263,https://opendict.korean.go.kr/dictionary/view?sense_no=608263
꽃이 시들면 오던 나비도 안 온다,사람이 세도가 좋을 때는 늘 찾아오다가 그 처지가 보잘것없게 되면 찾아오지 아니함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘꽃이라도 십일홍(十日紅)이 되면 오던 봉접도 아니 온다’ ‘깊던 물이라도 얕아지면 오던 고기도 아니 온다’ ‘나무라도 고목이 되면 오던 새도 아니 온다’,relationship,1,1,,608260,https://opendict.korean.go.kr/dictionary/view?sense_no=608260
